Date,"Amount, $",Business Line ID,Subgroup ID,Group ID,Revenue or expense
2023-02-28 00:00:00,($54000),2,5,2,Expense
2023-02-28 00:00:00,($52000),3,7,2,Expense
2023-02-28 00:00:00,($50000),2,6,2,Expense
2023-02-28 00:00:00,($48500),2,15,4,Expense
2023-02-28 00:00:00,($40000),1,7,2,Expense
2023-02-28 00:00:00,($40000),3,6,2,Expense
2023-02-28 00:00:00,($39000),3,15,4,Expense
2023-02-28 00:00:00,($30000),1,6,2,Expense
2023-02-28 00:00:00,($30000),1,8,2,Expense
2023-02-28 00:00:00,($30000),3,5,2,Expense
2023-02-28 00:00:00,($30000),3,10,3,Expense
2023-02-28 00:00:00,($27000),2,4,2,Expense
2023-02-28 00:00:00,($25000),2,13,3,Expense
2023-02-28 00:00:00,($20000),1,10,3,Expense
2023-02-28 00:00:00,($20000),2,10,3,Expense
2023-02-28 00:00:00,($15000),1,4,2,Expense
2023-02-28 00:00:00,($15000),3,4,2,Expense
2023-02-28 00:00:00,($12600),2,9,3,Expense
2023-02-28 00:00:00,($12000),1,15,4,Expense
2023-02-28 00:00:00,($12000),2,12,3,Expense
2023-02-28 00:00:00,($10000),2,8,2,Expense
2023-02-28 00:00:00,($10000),3,13,3,Expense
2023-02-28 00:00:00,($9000),1,5,2,Expense
2023-02-28 00:00:00,($9000),2,9,2,Expense
2023-02-28 00:00:00,($8000),3,12,3,Expense
2023-02-28 00:00:00,($7000),3,9,3,Expense
2023-02-28 00:00:00,($5000),2,11,3,Expense
2023-02-28 00:00:00,($5000),3,8,2,Expense
2023-02-28 00:00:00,($5000),3,9,2,Expense
2023-02-28 00:00:00,($4000),3,11,3,Expense
2023-02-28 00:00:00,($3000),1,13,3,Expense
2023-02-28 00:00:00,($2400),1,12,3,Expense
2023-02-28 00:00:00,($1800),1,9,3,Expense
2023-02-28 00:00:00,($1500),1,9,2,Expense
2023-02-28 00:00:00,($1200),1,11,3,Expense
2023-02-28 00:00:00,$3000,1,3,1,Revenue
2023-02-28 00:00:00,$19500,2,3,1,Revenue
2023-02-28 00:00:00,$20000,3,3,1,Revenue
2023-02-28 00:00:00,$22500,1,2,1,Revenue
2023-02-28 00:00:00,$36000,2,3,1,Revenue
2023-02-28 00:00:00,$120000,2,2,1,Revenue
2023-02-28 00:00:00,$137700,1,1,1,Revenue
2023-02-28 00:00:00,$150000,3,2,1,Revenue
2023-02-28 00:00:00,$459000,3,1,1,Revenue
2023-02-28 00:00:00,$600000,2,1,1,Revenue
2023-03-31 00:00:00,($180000),2,14,3,Expense
2023-03-31 00:00:00,($100000),3,14,3,Expense
2023-03-31 00:00:00,($65000),1,14,3,Expense
2023-03-31 00:00:00,($60000),2,7,2,Expense
2023-03-31 00:00:00,($54000),2,5,2,Expense
2023-03-31 00:00:00,($54000),2,10,3,Expense
2023-03-31 00:00:00,($52000),3,7,2,Expense
2023-03-31 00:00:00,($40000),1,7,2,Expense
2023-03-31 00:00:00,($37000),2,15,4,Expense
2023-03-31 00:00:00,($30000),1,8,2,Expense
2023-03-31 00:00:00,($30000),2,6,2,Expense
2023-03-31 00:00:00,($30000),3,5,2,Expense
2023-03-31 00:00:00,($30000),3,10,3,Expense
2023-03-31 00:00:00,($27000),2,4,2,Expense
2023-03-31 00:00:00,($27000),3,15,4,Expense
2023-03-31 00:00:00,($20000),1,10,3,Expense
2023-03-31 00:00:00,($20000),3,6,2,Expense
2023-03-31 00:00:00,($15000),1,4,2,Expense
2023-03-31 00:00:00,($15000),1,6,2,Expense
2023-03-31 00:00:00,($15000),3,4,2,Expense
2023-03-31 00:00:00,($12600),2,9,3,Expense
2023-03-31 00:00:00,($12600),2,13,3,Expense
2023-03-31 00:00:00,($12000),1,15,4,Expense
2023-03-31 00:00:00,($10000),2,8,2,Expense
2023-03-31 00:00:00,($9000),1,5,2,Expense
2023-03-31 00:00:00,($9000),2,12,3,Expense
2023-03-31 00:00:00,($7000),3,9,3,Expense
2023-03-31 00:00:00,($7000),3,13,3,Expense
2023-03-31 00:00:00,($5400),2,9,2,Expense
2023-03-31 00:00:00,($5000),3,8,2,Expense
2023-03-31 00:00:00,($5000),3,12,3,Expense
2023-03-31 00:00:00,($3600),2,11,3,Expense
2023-03-31 00:00:00,($3000),3,9,2,Expense
2023-03-31 00:00:00,($2100),1,13,3,Expense
2023-03-31 00:00:00,($2000),3,11,3,Expense
2023-03-31 00:00:00,($1500),1,9,3,Expense
2023-03-31 00:00:00,($1500),1,12,3,Expense
2023-03-31 00:00:00,($900),1,9,2,Expense
2023-03-31 00:00:00,($600),1,11,3,Expense
2023-03-31 00:00:00,$3600,1,3,1,Revenue
2023-03-31 00:00:00,$9000,1,2,1,Revenue
2023-03-31 00:00:00,$19500,2,3,1,Revenue
2023-03-31 00:00:00,$24000,2,3,1,Revenue
2023-03-31 00:00:00,$24000,3,3,1,Revenue
2023-03-31 00:00:00,$60000,3,2,1,Revenue
2023-03-31 00:00:00,$114750,1,1,1,Revenue
2023-03-31 00:00:00,$126000,2,2,1,Revenue
2023-03-31 00:00:00,$382500,3,1,1,Revenue
2023-03-31 00:00:00,$550000,2,1,1,Revenue
2023-04-30 00:00:00,($180000),2,14,3,Expense
2023-04-30 00:00:00,($100000),3,14,3,Expense
2023-04-30 00:00:00,($65000),1,14,3,Expense
2023-04-30 00:00:00,($60000),2,7,2,Expense
2023-04-30 00:00:00,($54000),2,5,2,Expense
2023-04-30 00:00:00,($52000),3,7,2,Expense
2023-04-30 00:00:00,($40000),1,7,2,Expense
2023-04-30 00:00:00,($30000),1,8,2,Expense
2023-04-30 00:00:00,($30000),2,6,2,Expense
2023-04-30 00:00:00,($30000),3,5,2,Expense
2023-04-30 00:00:00,($30000),3,10,3,Expense
2023-04-30 00:00:00,($27200),2,15,4,Expense
2023-04-30 00:00:00,($27000),2,4,2,Expense
2023-04-30 00:00:00,($25000),2,10,3,Expense
2023-04-30 00:00:00,($20000),1,10,3,Expense
2023-04-30 00:00:00,($20000),3,6,2,Expense
2023-04-30 00:00:00,($20000),3,15,4,Expense
2023-04-30 00:00:00,($15000),1,4,2,Expense
2023-04-30 00:00:00,($15000),1,6,2,Expense
2023-04-30 00:00:00,($15000),3,4,2,Expense
2023-04-30 00:00:00,($12600),2,9,3,Expense
2023-04-30 00:00:00,($12000),1,15,4,Expense
2023-04-30 00:00:00,($10800),2,13,3,Expense
2023-04-30 00:00:00,($10000),2,8,2,Expense
2023-04-30 00:00:00,($9000),1,5,2,Expense
2023-04-30 00:00:00,($9000),2,12,3,Expense
2023-04-30 00:00:00,($7000),3,9,3,Expense
2023-04-30 00:00:00,($6000),3,13,3,Expense
2023-04-30 00:00:00,($5400),2,9,2,Expense
2023-04-30 00:00:00,($5000),3,8,2,Expense
2023-04-30 00:00:00,($5000),3,12,3,Expense
2023-04-30 00:00:00,($3600),2,11,3,Expense
2023-04-30 00:00:00,($3000),1,9,3,Expense
2023-04-30 00:00:00,($3000),3,9,2,Expense
2023-04-30 00:00:00,($2000),3,11,3,Expense
2023-04-30 00:00:00,($1800),1,13,3,Expense
2023-04-30 00:00:00,($1500),1,12,3,Expense
2023-04-30 00:00:00,($900),1,9,2,Expense
2023-04-30 00:00:00,($600),1,11,3,Expense
2023-04-30 00:00:00,$3300,1,3,1,Revenue
2023-04-30 00:00:00,$13500,1,2,1,Revenue
2023-04-30 00:00:00,$19500,2,3,1,Revenue
2023-04-30 00:00:00,$22000,3,3,1,Revenue
2023-04-30 00:00:00,$30000,2,3,1,Revenue
2023-04-30 00:00:00,$90000,2,2,1,Revenue
2023-04-30 00:00:00,$90000,3,2,1,Revenue
2023-04-30 00:00:00,$91800,1,1,1,Revenue
2023-04-30 00:00:00,$306000,3,1,1,Revenue
2023-04-30 00:00:00,$490000,2,1,1,Revenue
2023-05-31 00:00:00,($234000),2,14,3,Expense
2023-05-31 00:00:00,($130000),3,14,3,Expense
2023-05-31 00:00:00,($68400),2,5,2,Expense
2023-05-31 00:00:00,($65000),1,14,3,Expense
2023-05-31 00:00:00,($60000),2,7,2,Expense
2023-05-31 00:00:00,($54000),2,10,3,Expense
2023-05-31 00:00:00,($52000),3,7,2,Expense
2023-05-31 00:00:00,($50000),2,6,2,Expense
2023-05-31 00:00:00,($41800),2,15,4,Expense
2023-05-31 00:00:00,($40000),1,7,2,Expense
2023-05-31 00:00:00,($40000),2,13,3,Expense
2023-05-31 00:00:00,($40000),3,6,2,Expense
2023-05-31 00:00:00,($38000),3,5,2,Expense
2023-05-31 00:00:00,($31000),3,15,4,Expense
2023-05-31 00:00:00,($30000),1,6,2,Expense
2023-05-31 00:00:00,($30000),1,8,2,Expense
2023-05-31 00:00:00,($30000),3,10,3,Expense
2023-05-31 00:00:00,($27000),2,4,2,Expense
2023-05-31 00:00:00,($20000),1,10,3,Expense
2023-05-31 00:00:00,($15000),1,4,2,Expense
2023-05-31 00:00:00,($15000),3,4,2,Expense
2023-05-31 00:00:00,($14000),2,12,3,Expense
2023-05-31 00:00:00,($12600),2,9,3,Expense
2023-05-31 00:00:00,($12000),1,15,4,Expense
2023-05-31 00:00:00,($11400),1,5,2,Expense
2023-05-31 00:00:00,($10000),2,8,2,Expense
2023-05-31 00:00:00,($9000),3,13,3,Expense
2023-05-31 00:00:00,($8000),3,12,3,Expense
2023-05-31 00:00:00,($7200),2,9,2,Expense
2023-05-31 00:00:00,($7000),3,9,3,Expense
2023-05-31 00:00:00,($5000),2,11,3,Expense
2023-05-31 00:00:00,($5000),3,8,2,Expense
2023-05-31 00:00:00,($4000),3,9,2,Expense
2023-05-31 00:00:00,($4000),3,11,3,Expense
2023-05-31 00:00:00,($3000),1,9,3,Expense
2023-05-31 00:00:00,($2700),1,13,3,Expense
2023-05-31 00:00:00,($2400),1,12,3,Expense
2023-05-31 00:00:00,($1200),1,9,2,Expense
2023-05-31 00:00:00,($1200),1,11,3,Expense
2023-05-31 00:00:00,$1500,1,3,1,Revenue
2023-05-31 00:00:00,$19500,2,3,1,Revenue
2023-05-31 00:00:00,$19800,1,2,1,Revenue
2023-05-31 00:00:00,$100000,3,3,1,Revenue
2023-05-31 00:00:00,$129000,2,2,1,Revenue
2023-05-31 00:00:00,$132000,3,2,1,Revenue
2023-05-31 00:00:00,$137700,1,1,1,Revenue
2023-05-31 00:00:00,$459000,3,1,1,Revenue
2023-05-31 00:00:00,$700000,2,1,1,Revenue
2023-06-30 00:00:00,($234000),2,14,3,Expense
2023-06-30 00:00:00,($130000),3,14,3,Expense
2023-06-30 00:00:00,($68400),2,5,2,Expense
2023-06-30 00:00:00,($65000),1,14,3,Expense
2023-06-30 00:00:00,($60000),2,7,2,Expense
2023-06-30 00:00:00,($56700),3,15,4,Expense
2023-06-30 00:00:00,($54000),2,10,3,Expense
2023-06-30 00:00:00,($52000),3,7,2,Expense
2023-06-30 00:00:00,($50000),2,6,2,Expense
2023-06-30 00:00:00,($40000),1,7,2,Expense
2023-06-30 00:00:00,($40000),3,6,2,Expense
2023-06-30 00:00:00,($38000),3,5,2,Expense
2023-06-30 00:00:00,($35000),2,13,3,Expense
2023-06-30 00:00:00,($30000),1,6,2,Expense
2023-06-30 00:00:00,($30000),1,8,2,Expense
2023-06-30 00:00:00,($30000),3,10,3,Expense
2023-06-30 00:00:00,($27000),2,4,2,Expense
2023-06-30 00:00:00,($21700),2,15,4,Expense
2023-06-30 00:00:00,($20000),1,10,3,Expense
2023-06-30 00:00:00,($15000),1,4,2,Expense
2023-06-30 00:00:00,($15000),3,4,2,Expense
2023-06-30 00:00:00,($13000),2,12,3,Expense
2023-06-30 00:00:00,($12600),2,9,3,Expense
2023-06-30 00:00:00,($12000),1,15,4,Expense
2023-06-30 00:00:00,($11400),1,5,2,Expense
2023-06-30 00:00:00,($10000),2,8,2,Expense
2023-06-30 00:00:00,($9000),3,12,3,Expense
2023-06-30 00:00:00,($8000),3,13,3,Expense
2023-06-30 00:00:00,($7000),3,9,3,Expense
2023-06-30 00:00:00,($5400),2,9,2,Expense
2023-06-30 00:00:00,($5000),2,11,3,Expense
2023-06-30 00:00:00,($5000),3,8,2,Expense
2023-06-30 00:00:00,($3000),1,9,3,Expense
2023-06-30 00:00:00,($3000),3,9,2,Expense
2023-06-30 00:00:00,($3000),3,11,3,Expense
2023-06-30 00:00:00,($2700),1,12,3,Expense
2023-06-30 00:00:00,($2400),1,13,3,Expense
2023-06-30 00:00:00,($900),1,9,2,Expense
2023-06-30 00:00:00,($900),1,11,3,Expense
2023-06-30 00:00:00,$1200,1,3,1,Revenue
2023-06-30 00:00:00,$16200,1,2,1,Revenue
2023-06-30 00:00:00,$19500,2,3,1,Revenue
2023-06-30 00:00:00,$80000,3,3,1,Revenue
2023-06-30 00:00:00,$108000,3,2,1,Revenue
2023-06-30 00:00:00,$165000,2,2,1,Revenue
2023-06-30 00:00:00,$168300,1,1,1,Revenue
2023-06-30 00:00:00,$561000,3,1,1,Revenue
2023-06-30 00:00:00,$600000,2,1,1,Revenue
2023-07-31 00:00:00,($234000),2,14,3,Expense
2023-07-31 00:00:00,($130000),3,14,3,Expense
2023-07-31 00:00:00,($68400),2,5,2,Expense
2023-07-31 00:00:00,($60000),2,7,2,Expense
2023-07-31 00:00:00,($54000),2,10,3,Expense
2023-07-31 00:00:00,($50000),1,14,3,Expense
2023-07-31 00:00:00,($45000),3,7,2,Expense
2023-07-31 00:00:00,($40000),1,7,2,Expense
2023-07-31 00:00:00,($40000),2,6,2,Expense
2023-07-31 00:00:00,($38000),3,5,2,Expense
2023-07-31 00:00:00,($30300),3,15,4,Expense
2023-07-31 00:00:00,($30000),1,8,2,Expense
2023-07-31 00:00:00,($30000),3,6,2,Expense
2023-07-31 00:00:00,($30000),3,10,3,Expense
2023-07-31 00:00:00,($27000),2,4,2,Expense
2023-07-31 00:00:00,($27000),2,15,4,Expense
2023-07-31 00:00:00,($20000),1,6,2,Expense
2023-07-31 00:00:00,($20000),1,10,3,Expense
2023-07-31 00:00:00,($15000),1,4,2,Expense
2023-07-31 00:00:00,($15000),3,4,2,Expense
2023-07-31 00:00:00,($12600),2,9,3,Expense
2023-07-31 00:00:00,($12000),1,15,4,Expense
2023-07-31 00:00:00,($11400),1,5,2,Expense
2023-07-31 00:00:00,($10800),2,13,3,Expense
2023-07-31 00:00:00,($10000),2,8,2,Expense
2023-07-31 00:00:00,($9000),2,12,3,Expense
2023-07-31 00:00:00,($7000),3,9,3,Expense
2023-07-31 00:00:00,($6000),3,13,3,Expense
2023-07-31 00:00:00,($5000),3,8,2,Expense
2023-07-31 00:00:00,($5000),3,12,3,Expense
2023-07-31 00:00:00,($3600),2,9,2,Expense
2023-07-31 00:00:00,($3600),2,11,3,Expense
2023-07-31 00:00:00,($3000),1,9,3,Expense
2023-07-31 00:00:00,($2000),3,9,2,Expense
2023-07-31 00:00:00,($2000),3,11,3,Expense
2023-07-31 00:00:00,($1800),1,13,3,Expense
2023-07-31 00:00:00,($1500),1,12,3,Expense
2023-07-31 00:00:00,($600),1,9,2,Expense
2023-07-31 00:00:00,($600),1,11,3,Expense
2023-07-31 00:00:00,$6000,1,3,1,Revenue
2023-07-31 00:00:00,$9000,1,2,1,Revenue
2023-07-31 00:00:00,$21000,2,3,1,Revenue
2023-07-31 00:00:00,$40000,3,3,1,Revenue
2023-07-31 00:00:00,$60000,3,2,1,Revenue
2023-07-31 00:00:00,$100500,2,2,1,Revenue
2023-07-31 00:00:00,$130050,1,1,1,Revenue
2023-07-31 00:00:00,$433500,3,1,1,Revenue
2023-07-31 00:00:00,$600000,2,1,1,Revenue
2023-08-31 00:00:00,($200000),2,14,3,Expense
2023-08-31 00:00:00,($130000),3,14,3,Expense
2023-08-31 00:00:00,($68400),2,5,2,Expense
2023-08-31 00:00:00,($55000),2,7,2,Expense
2023-08-31 00:00:00,($54000),2,10,3,Expense
2023-08-31 00:00:00,($50000),1,14,3,Expense
2023-08-31 00:00:00,($45000),3,7,2,Expense
2023-08-31 00:00:00,($40000),1,7,2,Expense
2023-08-31 00:00:00,($38000),3,5,2,Expense
2023-08-31 00:00:00,($36000),2,4,2,Expense
2023-08-31 00:00:00,($30000),1,8,2,Expense
2023-08-31 00:00:00,($30000),3,10,3,Expense
2023-08-31 00:00:00,($23800),2,15,4,Expense
2023-08-31 00:00:00,($20000),1,10,3,Expense
2023-08-31 00:00:00,($20000),2,6,2,Expense
2023-08-31 00:00:00,($20000),3,4,2,Expense
2023-08-31 00:00:00,($20000),3,6,2,Expense
2023-08-31 00:00:00,($18600),3,15,4,Expense
2023-08-31 00:00:00,($15000),1,4,2,Expense
2023-08-31 00:00:00,($15000),1,6,2,Expense
2023-08-31 00:00:00,($12600),2,9,3,Expense
2023-08-31 00:00:00,($12000),1,15,4,Expense
2023-08-31 00:00:00,($11400),1,5,2,Expense
2023-08-31 00:00:00,($10800),2,13,3,Expense
2023-08-31 00:00:00,($10000),2,8,2,Expense
2023-08-31 00:00:00,($9000),2,12,3,Expense
2023-08-31 00:00:00,($7000),3,9,3,Expense
2023-08-31 00:00:00,($6000),3,13,3,Expense
2023-08-31 00:00:00,($5000),3,8,2,Expense
2023-08-31 00:00:00,($5000),3,12,3,Expense
2023-08-31 00:00:00,($3600),2,9,2,Expense
2023-08-31 00:00:00,($3600),2,11,3,Expense
2023-08-31 00:00:00,($3000),1,9,3,Expense
2023-08-31 00:00:00,($2000),3,9,2,Expense
2023-08-31 00:00:00,($2000),3,11,3,Expense
2023-08-31 00:00:00,($1800),1,13,3,Expense
2023-08-31 00:00:00,($1500),1,12,3,Expense
2023-08-31 00:00:00,($600),1,9,2,Expense
2023-08-31 00:00:00,($600),1,11,3,Expense
2023-08-31 00:00:00,$3000,1,3,1,Revenue
2023-08-31 00:00:00,$20000,3,3,1,Revenue
2023-08-31 00:00:00,$24600,2,3,1,Revenue
2023-08-31 00:00:00,$60000,2,2,1,Revenue
2023-08-31 00:00:00,$60000,3,2,1,Revenue
2023-08-31 00:00:00,$90000,1,2,1,Revenue
2023-08-31 00:00:00,$114750,1,1,1,Revenue
2023-08-31 00:00:00,$382500,3,1,1,Revenue
2023-08-31 00:00:00,$550000,2,1,1,Revenue
2023-09-30 00:00:00,($200000),2,14,3,Expense
2023-09-30 00:00:00,($130000),3,14,3,Expense
2023-09-30 00:00:00,($70000),2,7,2,Expense
2023-09-30 00:00:00,($68400),2,5,2,Expense
2023-09-30 00:00:00,($50000),1,14,3,Expense
2023-09-30 00:00:00,($45000),3,7,2,Expense
2023-09-30 00:00:00,($38000),3,5,2,Expense
2023-09-30 00:00:00,($36000),2,4,2,Expense
2023-09-30 00:00:00,($32000),1,7,2,Expense
2023-09-30 00:00:00,($30000),1,8,2,Expense
2023-09-30 00:00:00,($30000),2,13,3,Expense
2023-09-30 00:00:00,($30000),3,10,3,Expense
2023-09-30 00:00:00,($26300),3,15,4,Expense
2023-09-30 00:00:00,($25000),2,10,3,Expense
2023-09-30 00:00:00,($20000),1,10,3,Expense
2023-09-30 00:00:00,($20000),2,6,2,Expense
2023-09-30 00:00:00,($20000),3,4,2,Expense
2023-09-30 00:00:00,($15000),1,4,2,Expense
2023-09-30 00:00:00,($15000),1,6,2,Expense
2023-09-30 00:00:00,($15000),2,15,4,Expense
2023-09-30 00:00:00,($15000),3,6,2,Expense
2023-09-30 00:00:00,($12600),2,9,3,Expense
2023-09-30 00:00:00,($12000),1,15,4,Expense
2023-09-30 00:00:00,($11400),1,5,2,Expense
2023-09-30 00:00:00,($10000),2,8,2,Expense
2023-09-30 00:00:00,($10000),2,12,3,Expense
2023-09-30 00:00:00,($7000),3,9,3,Expense
2023-09-30 00:00:00,($6000),3,13,3,Expense
2023-09-30 00:00:00,($5400),2,9,2,Expense
2023-09-30 00:00:00,($5000),3,8,2,Expense
2023-09-30 00:00:00,($4000),3,12,3,Expense
2023-09-30 00:00:00,($3600),2,11,3,Expense
2023-09-30 00:00:00,($3000),3,9,2,Expense
2023-09-30 00:00:00,($2100),1,9,3,Expense
2023-09-30 00:00:00,($2000),3,11,3,Expense
2023-09-30 00:00:00,($1800),1,13,3,Expense
2023-09-30 00:00:00,($1200),1,12,3,Expense
2023-09-30 00:00:00,($900),1,9,2,Expense
2023-09-30 00:00:00,($600),1,11,3,Expense
2023-09-30 00:00:00,$3990,1,3,1,Revenue
2023-09-30 00:00:00,$9000,1,2,1,Revenue
2023-09-30 00:00:00,$21900,2,3,1,Revenue
2023-09-30 00:00:00,$26600,3,3,1,Revenue
2023-09-30 00:00:00,$60000,3,2,1,Revenue
2023-09-30 00:00:00,$69000,2,2,1,Revenue
2023-09-30 00:00:00,$122400,1,1,1,Revenue
2023-09-30 00:00:00,$400000,2,1,1,Revenue
2023-09-30 00:00:00,$408000,3,1,1,Revenue
2023-10-31 00:00:00,($200000),2,14,3,Expense
2023-10-31 00:00:00,($110000),3,14,3,Expense
2023-10-31 00:00:00,($72000),2,5,2,Expense
2023-10-31 00:00:00,($70000),2,7,2,Expense
2023-10-31 00:00:00,($50000),1,14,3,Expense
2023-10-31 00:00:00,($45000),3,7,2,Expense
2023-10-31 00:00:00,($40000),3,5,2,Expense
2023-10-31 00:00:00,($36000),2,4,2,Expense
2023-10-31 00:00:00,($34300),2,15,4,Expense
2023-10-31 00:00:00,($32000),1,7,2,Expense
2023-10-31 00:00:00,($30000),1,8,2,Expense
2023-10-31 00:00:00,($30000),2,13,3,Expense
2023-10-31 00:00:00,($30000),3,10,3,Expense
2023-10-31 00:00:00,($25000),2,10,3,Expense
2023-10-31 00:00:00,($22000),3,15,4,Expense
2023-10-31 00:00:00,($20000),1,10,3,Expense
2023-10-31 00:00:00,($20000),2,6,2,Expense
2023-10-31 00:00:00,($20000),3,4,2,Expense
2023-10-31 00:00:00,($15000),1,4,2,Expense
2023-10-31 00:00:00,($15000),1,6,2,Expense
2023-10-31 00:00:00,($15000),3,6,2,Expense
2023-10-31 00:00:00,($12600),2,9,3,Expense
2023-10-31 00:00:00,($12000),1,5,2,Expense
2023-10-31 00:00:00,($12000),1,15,4,Expense
2023-10-31 00:00:00,($10000),2,8,2,Expense
2023-10-31 00:00:00,($10000),2,12,3,Expense
2023-10-31 00:00:00,($7000),3,9,3,Expense
2023-10-31 00:00:00,($6000),3,13,3,Expense
2023-10-31 00:00:00,($5000),3,8,2,Expense
2023-10-31 00:00:00,($4000),3,12,3,Expense
2023-10-31 00:00:00,($3600),2,9,2,Expense
2023-10-31 00:00:00,($3600),2,11,3,Expense
2023-10-31 00:00:00,($2100),1,9,3,Expense
2023-10-31 00:00:00,($2000),3,9,2,Expense
2023-10-31 00:00:00,($2000),3,11,3,Expense
2023-10-31 00:00:00,($1800),1,13,3,Expense
2023-10-31 00:00:00,($1200),1,12,3,Expense
2023-10-31 00:00:00,($600),1,9,2,Expense
2023-10-31 00:00:00,($600),1,11,3,Expense
2023-10-31 00:00:00,$9000,1,3,1,Revenue
2023-10-31 00:00:00,$10800,1,2,1,Revenue
2023-10-31 00:00:00,$30000,2,3,1,Revenue
2023-10-31 00:00:00,$60000,2,2,1,Revenue
2023-10-31 00:00:00,$60000,3,3,1,Revenue
2023-10-31 00:00:00,$72000,3,2,1,Revenue
2023-10-31 00:00:00,$110925,1,1,1,Revenue
2023-10-31 00:00:00,$369750,3,1,1,Revenue
2023-10-31 00:00:00,$600000,2,1,1,Revenue
2023-11-30 00:00:00,($200000),2,14,3,Expense
2023-11-30 00:00:00,($110000),3,14,3,Expense
2023-11-30 00:00:00,($72000),2,5,2,Expense
2023-11-30 00:00:00,($70000),2,7,2,Expense
2023-11-30 00:00:00,($50000),1,14,3,Expense
2023-11-30 00:00:00,($45000),2,13,3,Expense
2023-11-30 00:00:00,($45000),3,7,2,Expense
2023-11-30 00:00:00,($40000),3,5,2,Expense
2023-11-30 00:00:00,($36000),2,4,2,Expense
2023-11-30 00:00:00,($32000),1,7,2,Expense
2023-11-30 00:00:00,($30000),1,8,2,Expense
2023-11-30 00:00:00,($30000),2,6,2,Expense
2023-11-30 00:00:00,($30000),3,6,2,Expense
2023-11-30 00:00:00,($30000),3,10,3,Expense
2023-11-30 00:00:00,($25200),2,15,4,Expense
2023-11-30 00:00:00,($25000),2,10,3,Expense
2023-11-30 00:00:00,($20000),1,6,2,Expense
2023-11-30 00:00:00,($20000),1,10,3,Expense
2023-11-30 00:00:00,($20000),3,4,2,Expense
2023-11-30 00:00:00,($15300),3,15,4,Expense
2023-11-30 00:00:00,($15000),1,4,2,Expense
2023-11-30 00:00:00,($12600),2,9,3,Expense
2023-11-30 00:00:00,($12000),1,5,2,Expense
2023-11-30 00:00:00,($12000),1,15,4,Expense
2023-11-30 00:00:00,($12000),2,12,3,Expense
2023-11-30 00:00:00,($10000),2,8,2,Expense
2023-11-30 00:00:00,($7200),2,9,2,Expense
2023-11-30 00:00:00,($7000),3,9,3,Expense
